#OTU ID,Domain,Phylum,Phylum_mod,Class,Order,Family,Genus,Species,otulevel
OTU_541,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_541
OTU_736,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_736
OTU_1090,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_1090
OTU_408,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_408
OTU_576,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_576
OTU_761,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_761
OTU_1060,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_1060
OTU_1012,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_1012
OTU_1029,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_1029
OTU_1132,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_1132
OTU_529,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_529
OTU_774,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_774
OTU_568,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_568
OTU_476,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_476
OTU_1185,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_1185
OTU_840,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_840
OTU_721,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_721
OTU_385,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_385
OTU_478,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_478
OTU_536,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_536
OTU_1222,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_1222
OTU_195,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_195
OTU_214,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_214
OTU_439,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_439
OTU_489,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_489
OTU_404,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_404
OTU_791,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_791
OTU_534,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_534
OTU_775,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_775
OTU_453,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_453
OTU_372,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_372
OTU_280,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_280
OTU_435,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_435
OTU_148,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_148
OTU_170,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_170
OTU_162,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_162
OTU_126,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_126
OTU_264,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_264
OTU_127,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_127
OTU_54,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_54
OTU_16,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),,,,,,OTU_16
OTU_849,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_849
OTU_615,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_615
OTU_146,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_146
OTU_49,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_49
OTU_263,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_263
OTU_90,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_90
OTU_190,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_190
OTU_111,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_111
OTU_134,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_134
OTU_179,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_179
OTU_30,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_30
OTU_34,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,OTU_34
OTU_1319,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),marine metagenome,marine metagenome,marine metagenome,marine metagenome,marine metagenome,OTU_1319
OTU_921,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),marine metagenome,marine metagenome,marine metagenome,marine metagenome,marine metagenome,OTU_921
OTU_1417,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),marine metagenome,marine metagenome,marine metagenome,marine metagenome,marine metagenome,OTU_1417
OTU_477,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),marine metagenome,marine metagenome,marine metagenome,marine metagenome,marine metagenome,OTU_477
OTU_251,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),marine metagenome,marine metagenome,marine metagenome,marine metagenome,marine metagenome,OTU_251
OTU_965,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_965
OTU_657,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_657
OTU_1236,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_1236
OTU_1031,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_1031
OTU_1276,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_1276
OTU_1208,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_1208
OTU_549,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_549
OTU_756,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_756
OTU_713,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_713
OTU_772,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_772
OTU_601,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_601
OTU_416,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_416
OTU_450,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_450
OTU_1149,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_1149
OTU_676,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),metagenome,metagenome,metagenome,metagenome,metagenome,OTU_676
OTU_1336,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1336
OTU_760,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_760
OTU_950,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_950
OTU_1088,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1088
OTU_939,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_939
OTU_1030,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1030
OTU_1227,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_1227
OTU_493,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_493
OTU_455,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_455
OTU_741,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia (SAR406 clade),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,OTU_741
